,attack
5897,0
5898,0
5899,1
5900,1
5901,0
5902,1
5903,0
5904,1
5905,1
5906,1
5907,1
5908,0
5909,0
5910,0
5911,1
5912,0
5913,1
5914,0
5915,0
5916,1
5917,0
5918,0
5919,1
5920,0
5921,0
5922,0
5923,0
5924,0
5925,1
5926,0
5927,1
5928,0
5929,0
5930,0
5931,0
5932,1
5933,0
5934,0
5935,0
5936,0
5937,0
5938,0
5939,1
5940,1
5941,1
5942,1
5943,1
5944,1
5945,1
5946,0
5947,0
5948,0
5949,0
5950,1
5951,0
5952,0
5953,0
5954,1
5955,1
5956,1
5957,0
5958,1
5959,1
5960,1
5961,1
5962,0
5963,1
5964,0
5965,0
5966,1
5967,0
5968,0
5969,0
5970,1
5971,0
5972,0
5973,1
5974,0
5975,1
5976,1
5977,1
5978,0
5979,0
5980,0
5981,0
5982,0
5983,1
5984,1
5985,0
5986,1
5987,1
5988,0
5989,1
5990,0
5991,1
5992,0
5993,0
5994,1
5995,0
5996,1
5997,1
5998,0
5999,1
6000,0
6001,1
6002,1
6003,1
6004,1
6005,0
6006,0
6007,1
6008,1
6009,0
6010,1
6011,0
6012,1
6013,0
6014,0
6015,0
6016,1
6017,0
6018,0
6019,0
6020,1
6021,1
6022,1
6023,1
6024,0
6025,0
6026,1
6027,0
6028,1
6029,0
6030,0
6031,0
6032,0
6033,0
6034,0
6035,1
6036,1
6037,0
6038,0
6039,0
6040,1
6041,0
6042,1
6043,1
6044,1
6045,0
6046,0
6047,0
6048,0
6049,0
6050,0
6051,0
6052,0
6053,0
6054,1
6055,1
6056,0
6057,0
6058,1
6059,1
6060,0
6061,1
6062,0
6063,1
6064,0
6065,0
6066,0
6067,0
6068,1
6069,1
6070,0
6071,0
6072,0
6073,1
6074,0
6075,0
6076,0
6077,0
6078,1
6079,0
6080,0
6081,0
6082,1
6083,1
6084,1
6085,1
6086,0
6087,1
6088,1
6089,1
6090,0
6091,1
6092,1
6093,0
6094,0
6095,1
6096,0
6097,1
6098,0
6099,1
6100,0
6101,1
6102,0
6103,0
6104,1
6105,0
6106,1
6107,1
6108,1
6109,0
6110,1
6111,0
6112,1
6113,0
6114,0
6115,0
6116,0
6117,1
6118,0
6119,1
6120,0
6121,1
6122,0
6123,0
6124,0
6125,0
6126,1
6127,0
6128,1
6129,0
6130,1
6131,1
6132,1
6133,0
6134,0
6135,1
6136,1
6137,0
6138,1
6139,0
6140,0
6141,0
6142,0
6143,0
6144,0
6145,1
6146,1
6147,1
6148,1
6149,0
6150,1
6151,0
6152,0
6153,0
6154,0
6155,0
6156,0
6157,0
6158,0
6159,1
6160,0
6161,0
6162,0
6163,1
6164,1
6165,0
6166,1
6167,0
6168,1
6169,1
6170,1
6171,0
6172,0
6173,1
6174,0
6175,0
6176,1
6177,0
6178,1
6179,0
6180,0
6181,0
6182,0
6183,0
6184,1
6185,1
6186,0
6187,0
6188,0
6189,0
6190,0
6191,1
6192,1
6193,0
6194,0
6195,1
6196,0
6197,0
6198,0
6199,0
6200,0
6201,0
6202,1
6203,1
6204,0
6205,0
6206,0
6207,0
6208,0
6209,1
6210,0
6211,0
6212,1
6213,0
6214,0
6215,1
6216,0
6217,0
6218,1
6219,0
6220,1
6221,0
6222,0
6223,0
6224,0
6225,0
6226,1
6227,1
6228,0
6229,0
6230,1
6231,0
6232,1
6233,0
6234,1
6235,0
6236,0
6237,1
6238,1
6239,1
6240,1
6241,1
6242,1
6243,0
6244,1
6245,0
6246,0
6247,0
6248,1
6249,0
6250,1
6251,0
6252,0
6253,1
6254,0
6255,0
6256,1
6257,0
6258,1
6259,0
6260,0
6261,1
6262,0
6263,0
6264,0
6265,0
6266,1
6267,0
6268,1
6269,1
6270,0
6271,1
6272,1
6273,1
6274,1
6275,0
6276,1
6277,1
6278,0
6279,1
6280,0
6281,1
6282,0
6283,0
6284,0
6285,1
6286,0
6287,1
6288,0
6289,0
6290,0
6291,1
6292,1
6293,1
6294,1
6295,0
6296,0
6297,0
6298,0
6299,0
6300,0
6301,0
6302,1
6303,0
6304,1
6305,0
6306,1
6307,0
6308,0
6309,0
6310,1
6311,1
6312,1
6313,0
6314,0
6315,1
6316,1
6317,0
6318,1
6319,0
6320,0
6321,1
6322,0
6323,0
6324,0
6325,0
6326,0
6327,0
6328,1
6329,1
6330,0
6331,1
6332,0
6333,0
6334,0
6335,0
6336,0
6337,0
6338,0
6339,1
6340,1
6341,0
6342,0
6343,0
6344,0
6345,0
6346,1
6347,0
6348,0
6349,0
6350,0
6351,0
6352,0
6353,0
6354,0
6355,1
6356,1
6357,1
6358,0
6359,0
6360,0
6361,0
6362,0
6363,1
6364,1
6365,1
6366,0
6367,1
6368,0
6369,0
6370,1
6371,0
6372,0
6373,1
6374,0
6375,0
6376,1
6377,0
6378,1
6379,0
6380,1
6381,1
6382,1
6383,0
6384,0
6385,1
6386,1
6387,1
6388,0
6389,1
6390,0
6391,1
6392,1
6393,0
6394,0
6395,1
6396,0
6397,1
6398,0
6399,0
6400,1
6401,1
6402,1
6403,0
6404,0
6405,0
6406,0
6407,1
6408,0
6409,0
6410,1
6411,0
6412,0
6413,0
6414,0
6415,1
6416,0
6417,0
6418,1
6419,0
6420,1
6421,0
6422,1
6423,1
6424,0
6425,0
6426,0
6427,0
6428,0
6429,0
6430,1
6431,1
6432,1
6433,0
6434,0
6435,0
6436,0
6437,0
6438,0
6439,1
6440,1
6441,0
6442,0
6443,1
6444,1
6445,1
6446,0
6447,0
6448,0
6449,1
6450,0
6451,0
6452,0
6453,1
6454,0
6455,1
6456,0
6457,0
6458,1
6459,0
6460,0
6461,0
6462,0
6463,1
6464,0
6465,1
6466,0
6467,0
6468,1
6469,0
6470,0
6471,0
6472,1
6473,0
6474,1
6475,1
6476,0
6477,1
6478,0
6479,0
6480,0
6481,1
6482,0
6483,0
6484,1
6485,0
6486,0
6487,1
6488,1
6489,0
6490,1
6491,0
6492,0
6493,0
6494,0
6495,0
6496,0
6497,0
6498,1
6499,0
6500,1
6501,0
6502,0
6503,0
6504,0
6505,1
6506,0
6507,0
6508,0
6509,0
6510,0
6511,1
6512,0
6513,0
6514,0
6515,0
6516,0
6517,1
6518,1
6519,0
6520,1
6521,1
6522,1
6523,0
6524,0
6525,0
6526,1
6527,1
6528,0
6529,0
6530,0
6531,0
6532,0
6533,0
6534,0
6535,0
6536,1
6537,1
6538,0
6539,0
6540,1
6541,1
6542,0
6543,0
6544,0
6545,0
6546,0
6547,0
6548,1
6549,1
6550,1
6551,0
6552,0
6553,1
6554,1
6555,1
6556,1
6557,0
6558,0
6559,0
6560,0
6561,1
6562,1
6563,0
6564,1
6565,0
6566,1
6567,0
6568,1
6569,1
6570,1
6571,1
6572,1
6573,0
6574,1
6575,1
6576,0
6577,1
6578,0
6579,0
6580,1
6581,1
6582,1
6583,0
6584,0
6585,1
6586,0
6587,1
6588,1
6589,1
6590,0
6591,1
6592,0
6593,0
6594,0
6595,1
6596,0
6597,1
6598,1
6599,0
6600,1
6601,0
6602,0
6603,0
6604,0
6605,0
6606,0
6607,0
6608,1
6609,0
6610,0
6611,0
6612,1
6613,0
6614,0
6615,1
6616,0
6617,0
6618,0
6619,1
6620,1
6621,0
6622,1
6623,1
6624,0
6625,1
6626,0
6627,0
6628,0
6629,0
6630,0
6631,1
6632,0
6633,0
6634,0
6635,0
6636,0
6637,1
6638,0
6639,1
6640,1
6641,1
6642,1
6643,0
6644,1
6645,0
6646,1
6647,1
6648,0
6649,0
6650,0
6651,1
6652,0
6653,1
6654,1
6655,1
6656,0
6657,0
6658,0
6659,0
6660,0
6661,1
6662,0
6663,1
6664,0
6665,1
6666,0
6667,1
6668,1
6669,1
6670,0
6671,0
6672,1
6673,0
6674,0
6675,0
6676,1
6677,0
6678,0
6679,0
6680,1
6681,0
6682,1
6683,0
6684,1
6685,0
6686,0
6687,0
6688,0
6689,1
6690,0
6691,0
6692,1
6693,0
6694,1
6695,0
6696,0
6697,1
6698,0
6699,0
6700,0
6701,0
6702,1
6703,0
6704,1
6705,0
6706,0
6707,1
6708,0
6709,1
6710,0
6711,0
6712,0
6713,1
6714,0
6715,0
6716,0
6717,1
6718,0
6719,0
6720,1
6721,0
6722,0
6723,1
6724,0
6725,0
6726,0
6727,0
6728,0
6729,1
6730,1
6731,1
6732,0
6733,0
6734,1
6735,0
6736,1
6737,1
6738,1
6739,0
6740,0
6741,1
6742,0
6743,0
6744,0
6745,1
6746,0
6747,1
6748,0
6749,1
6750,0
6751,1
6752,1
6753,0
6754,0
6755,0
6756,1
6757,0
6758,0
6759,0
6760,1
6761,0
6762,0
6763,1
6764,0
6765,1
6766,1
6767,0
6768,0
6769,0
6770,0
6771,0
6772,1
6773,0
6774,0
6775,1
6776,0
6777,0
6778,1
6779,0
6780,0
6781,1
6782,0
6783,0
6784,0
6785,0
6786,1
6787,0
6788,0
6789,0
6790,1
6791,1
6792,1
6793,0
6794,0
6795,0
6796,0
6797,0
6798,0
6799,1
6800,0
6801,0
6802,1
6803,1
6804,0
6805,0
6806,0
6807,0
6808,0
6809,1
6810,1
6811,0
6812,0
6813,0
6814,0
6815,0
6816,1
6817,1
6818,0
6819,0
6820,0
6821,1
6822,1
6823,1
6824,1
6825,1
6826,0
6827,1
6828,1
6829,0
6830,0
6831,0
6832,1
6833,0
6834,0
6835,1
6836,1
6837,1
6838,0
6839,0
6840,0
6841,0
6842,1
6843,1
6844,0
6845,0
6846,0
6847,0
6848,1
6849,0
6850,1
6851,0
6852,0
6853,0
6854,0
6855,1
6856,0
6857,0
6858,1
6859,1
6860,0
6861,1
6862,0
6863,0
6864,0
6865,1
6866,1
6867,1
6868,1
6869,0
6870,0
6871,0
6872,0
6873,1
6874,0
6875,0
6876,1
6877,1
6878,0
6879,0
6880,0
6881,1
6882,0
6883,0
6884,0
6885,0
6886,0
6887,0
6888,0
6889,0
6890,0
6891,0
6892,0
6893,1
6894,0
6895,0
6896,1
6897,0
6898,0
6899,0
6900,0
6901,1
6902,0
6903,0
6904,0
6905,0
6906,0
6907,1
6908,0
6909,0
6910,0
6911,1
6912,1
6913,0
6914,0
6915,1
6916,1
6917,1
6918,0
6919,0
6920,1
6921,1
6922,0
6923,0
6924,0
6925,0
6926,1
6927,0
6928,1
6929,0
6930,0
6931,1
6932,1
6933,1
6934,0
6935,0
6936,1
6937,0
6938,0
6939,1
6940,0
6941,0
6942,1
6943,0
6944,0
6945,0
6946,0
6947,0
6948,0
6949,1
6950,1
6951,1
6952,0
6953,0
6954,0
6955,0
6956,0
6957,1
6958,0
6959,0
6960,0
6961,0
6962,0
6963,1
6964,0
6965,0
6966,1
6967,1
6968,1
6969,1
6970,0
6971,0
6972,1
6973,0
6974,0
6975,0
6976,1
6977,0
6978,0
6979,0
6980,1
6981,0
6982,0
6983,0
6984,0
6985,0
6986,0
6987,1
6988,1
6989,1
6990,0
6991,0
6992,0
6993,0
6994,1
6995,0
6996,0
6997,1
6998,1
6999,1
7000,1
7001,1
7002,1
7003,0
7004,0
7005,0
7006,0
7007,0
7008,0
7009,0
7010,0
7011,1
7012,1
7013,1
7014,1
7015,0
7016,1
7017,0
7018,0
7019,0
7020,0
7021,1
7022,1
7023,1
7024,1
7025,0
7026,0
7027,0
7028,0
7029,1
7030,1
7031,1
7032,0
7033,0
7034,0
7035,1
7036,0
7037,0
7038,0
7039,0
7040,0
7041,0
7042,0
7043,0
7044,1
7045,0
7046,0
7047,0
7048,0
7049,0
7050,0
7051,1
7052,1
7053,1
7054,1
7055,1
7056,1
7057,0
7058,1
7059,0
7060,0
7061,0
7062,0
7063,0
7064,0
7065,0
7066,0
7067,0
7068,0
7069,0
7070,0
7071,1
7072,0
7073,1
7074,0
7075,0
7076,1
7077,0
7078,1
7079,1
7080,1
7081,0
7082,1
7083,0
7084,0
7085,1
7086,0
7087,0
7088,0
7089,0
7090,0
7091,0
7092,0
7093,0
7094,1
7095,1
7096,1
7097,0
7098,0
7099,0
7100,1
7101,1
7102,0
7103,0
7104,0
7105,1
7106,1
7107,0
7108,0
7109,0
7110,1
7111,0
7112,1
7113,0
7114,1
7115,0
7116,0
7117,0
7118,0
7119,0
7120,1
7121,1
7122,0
7123,1
7124,0
7125,0
7126,0
7127,0
7128,1
7129,1
7130,0
7131,0
7132,1
7133,1
7134,0
7135,0
7136,0
7137,1
7138,0
7139,1
7140,1
7141,0
7142,0
7143,0
7144,1
7145,1
7146,0
7147,1
7148,0
7149,0
7150,1
7151,0
7152,0
7153,0
7154,0
7155,0
7156,0
7157,0
7158,1
7159,1
7160,0
7161,0
7162,1
7163,1
7164,1
7165,0
7166,0
7167,0
7168,0
7169,1
7170,0
7171,0
7172,1
7173,0
7174,0
7175,0
7176,1
7177,0
7178,0
7179,0
7180,0
7181,0
7182,0
7183,0
7184,1
7185,0
7186,1
7187,1
7188,0
7189,1
7190,0
7191,1
7192,0
7193,0
7194,1
7195,1
7196,0
7197,1
7198,1
7199,1
7200,0
7201,0
7202,1
7203,1
7204,0
7205,1
7206,0
7207,1
7208,0
7209,0
7210,0
7211,0
7212,0
7213,1
7214,0
7215,0
7216,0
7217,0
7218,0
7219,0
7220,1
7221,0
7222,1
7223,1
7224,0
7225,0
7226,1
7227,1
7228,1
7229,1
7230,1
7231,1
7232,1
7233,0
7234,0
7235,1
7236,1
7237,1
7238,0
7239,0
7240,0
7241,1
7242,0
7243,0
7244,1
7245,0
7246,1
7247,0
7248,0
7249,0
7250,0
7251,1
7252,1
7253,0
7254,0
7255,0
7256,0
7257,0
7258,0
7259,0
7260,1
7261,1
7262,1
7263,0
7264,0
7265,0
7266,0
7267,0
7268,0
7269,1
7270,1
7271,0
7272,1
7273,0
7274,1
7275,0
7276,1
7277,0
7278,0
7279,1
7280,0
7281,1
7282,0
7283,0
7284,1
7285,0
7286,1
7287,1
7288,0
7289,1
7290,1
7291,1
7292,0
7293,1
7294,0
7295,0
7296,0
7297,0
7298,0
7299,0
7300,1
7301,0
7302,1
7303,0
7304,0
7305,1
7306,0
7307,0
7308,0
7309,0
7310,0
7311,1
7312,1
7313,0
7314,1
7315,0
7316,1
7317,1
7318,1
7319,0
7320,0
7321,0
7322,0
7323,1
7324,1
7325,0
7326,0
7327,0
7328,0
7329,1
7330,0
7331,0
7332,0
7333,1
7334,0
7335,0
7336,0
7337,0
7338,0
7339,0
7340,0
7341,0
7342,1
7343,0
7344,0
7345,0
7346,0
7347,1
7348,0
7349,0
7350,1
7351,1
7352,0
7353,0
7354,0
7355,0
7356,0
7357,0
7358,0
7359,1
7360,0
7361,1
7362,1
7363,1
7364,1
7365,1
7366,1
7367,0
7368,0
7369,1
7370,0
7371,0
7372,1
7373,1
7374,0
7375,1
7376,1
7377,1
7378,0
7379,0
7380,0
7381,1
7382,0
7383,0
7384,1
7385,0
7386,0
7387,1
7388,0
7389,0
7390,1
7391,0
7392,1
7393,0
7394,0
7395,0
7396,0
7397,0
7398,0
7399,1
7400,1
7401,1
7402,0
7403,0
7404,0
7405,0
7406,0
7407,1
7408,0
7409,0
7410,0
7411,0
7412,0
7413,0
7414,0
7415,0
7416,0
7417,0
7418,0
7419,0
7420,0
7421,0
7422,0
7423,1
7424,0
7425,1
7426,1
7427,0
7428,0
7429,1
7430,1
7431,0
7432,0
7433,0
7434,1
7435,1
7436,1
7437,1
7438,0
7439,0
7440,0
7441,1
7442,1
7443,0
7444,1
7445,1
7446,0
7447,1
7448,1
7449,1
7450,0
7451,1
7452,1
7453,0
7454,0
7455,1
7456,0
7457,0
7458,0
7459,0
7460,0
7461,0
7462,0
7463,0
7464,0
7465,0
7466,0
7467,1
7468,0
7469,0
7470,1
7471,1
7472,0
7473,0
7474,1
7475,1
7476,0
7477,0
7478,0
7479,0
7480,0
7481,0
7482,1
7483,0
7484,1
7485,0
7486,0
7487,1
7488,0
7489,0
7490,0
7491,0
7492,0
7493,0
7494,0
7495,1
7496,0
7497,0
7498,0
7499,0
7500,0
7501,1
7502,0
7503,0
7504,0
7505,0
7506,1
7507,1
7508,1
7509,0
7510,0
7511,0
7512,0
7513,1
7514,1
7515,1
7516,1
7517,0
7518,0
7519,0
7520,0
7521,1
7522,0
7523,0
7524,1
7525,0
7526,1
7527,0
7528,0
7529,1
7530,1
7531,1
7532,0
7533,0
7534,0
7535,0
7536,0
7537,1
7538,0
7539,0
7540,0
7541,1
7542,1
7543,0
7544,0
7545,1
7546,1
7547,1
7548,0
7549,0
7550,0
7551,0
7552,1
7553,0
7554,0
7555,0
7556,0
7557,1
7558,0
7559,1
7560,0
7561,1
7562,0
7563,0
7564,1
7565,0
7566,0
7567,0
7568,0
7569,0
7570,1
7571,0
7572,0
7573,1
7574,0
7575,0
7576,0
7577,0
7578,0
7579,0
7580,0
7581,0
7582,0
7583,0
7584,0
7585,1
7586,0
7587,1
7588,0
7589,1
7590,0
7591,0
7592,0
7593,1
7594,0
7595,0
7596,1
7597,1
7598,1
7599,0
7600,0
7601,1
7602,1
7603,0
7604,0
7605,1
7606,0
7607,1
7608,0
7609,0
7610,0
7611,0
7612,1
7613,1
7614,0
7615,1
7616,0
7617,1
7618,0
7619,0
7620,0
7621,1
7622,1
7623,1
7624,0
7625,0
7626,0
7627,0
7628,0
7629,0
7630,1
7631,0
7632,1
7633,1
7634,0
7635,0
7636,1
7637,0
7638,0
7639,0
7640,0
7641,1
7642,0
7643,0
7644,1
7645,0
7646,0
7647,1
7648,1
7649,1
7650,0
7651,1
7652,0
7653,1
7654,1
7655,0
7656,0
7657,0
7658,1
7659,0
7660,0
7661,1
7662,0
7663,1
7664,0
7665,0
7666,0
7667,0
7668,0
7669,1
7670,0
7671,0
7672,0
7673,1
7674,0
7675,0
7676,0
7677,1
7678,1
7679,0
7680,0
7681,0
7682,0
7683,1
7684,0
7685,0
7686,1
7687,0
7688,1
7689,1
7690,1
7691,1
7692,0
7693,0
7694,0
7695,0
7696,0
7697,1
7698,0
7699,0
7700,0
7701,0
7702,0
7703,1
7704,0
7705,0
7706,0
7707,0
7708,0
7709,1
7710,0
7711,0
7712,1
7713,0
7714,0
7715,1
7716,0
7717,0
7718,0
7719,1
7720,1
7721,0
7722,0
7723,1
7724,0
7725,0
7726,0
7727,0
7728,1
7729,0
7730,1
7731,0
7732,0
7733,1
7734,1
7735,0
7736,0
7737,0
7738,0
7739,1
7740,1
7741,0
7742,1
7743,0
7744,1
7745,0
7746,0
7747,0
7748,1
7749,0
7750,1
7751,0
7752,1
7753,0
7754,0
7755,0
7756,1
7757,1
7758,0
7759,1
7760,1
7761,0
7762,0
7763,0
7764,0
7765,1
7766,1
7767,0
7768,0
7769,1
7770,1
7771,0
7772,1
7773,0
7774,1
7775,1
7776,1
7777,0
7778,0
7779,0
7780,1
7781,0
7782,0
7783,1
7784,1
7785,1
7786,0
7787,0
7788,0
7789,0
7790,0
7791,0
7792,0
7793,0
7794,0
7795,0
7796,0
7797,1
7798,1
7799,0
7800,0
7801,0
7802,1
7803,0
7804,1
7805,0
7806,0
7807,1
7808,1
7809,0
7810,1
7811,1
7812,0
7813,0
7814,1
7815,0
7816,0
7817,0
7818,0
7819,0
7820,1
7821,0
7822,0
7823,0
7824,0
7825,0
7826,0
7827,0
7828,0
7829,1
7830,1
7831,1
7832,1
7833,1
7834,1
7835,0
7836,1
7837,1
7838,0
7839,0
7840,1
7841,1
7842,1
7843,0
7844,1
7845,1
7846,0
7847,0
7848,0
7849,0
7850,0
7851,1
7852,0
7853,0
7854,1
7855,0
7856,1
7857,0
7858,0
7859,0
7860,0
7861,0
7862,0
7863,0
7864,0
7865,1
7866,1
7867,0
7868,0
7869,0
7870,0
7871,0
7872,1
7873,1
7874,0
7875,0
7876,1
7877,1
7878,1
7879,0
7880,0
7881,0
7882,0
7883,1
7884,0
7885,0
7886,0
7887,0
7888,0
7889,1
7890,1
7891,0
7892,1
7893,1
7894,0
7895,0
7896,0
7897,1
7898,1
7899,1
7900,0
7901,0
7902,0
7903,0
7904,1
7905,1
7906,1
7907,0
7908,0
7909,1
7910,1
7911,0
7912,0
7913,1
7914,0
7915,0
7916,0
7917,0
7918,0
7919,0
7920,0
7921,0
7922,1
7923,1
7924,0
7925,1
7926,0
7927,0
7928,0
7929,1
7930,1
7931,0
7932,1
7933,1
7934,1
7935,0
7936,0
7937,0
7938,0
7939,1
7940,0
7941,0
7942,0
7943,1
7944,0
7945,1
7946,1
7947,0
7948,0
7949,1
7950,1
7951,0
7952,0
7953,0
7954,0
7955,0
7956,0
7957,1
7958,1
7959,1
7960,0
7961,0
7962,0
7963,1
7964,1
7965,0
7966,0
7967,1
7968,0
7969,0
7970,0
7971,1
7972,1
7973,0
7974,0
7975,1
7976,0
7977,0
7978,0
7979,1
7980,0
7981,0
7982,0
7983,1
7984,0
7985,1
7986,1
7987,1
7988,0
7989,0
7990,1
7991,0
7992,0
7993,1
7994,1
7995,0
7996,0
7997,0
7998,1
7999,0
8000,1
8001,0
8002,0
8003,0
8004,0
8005,0
8006,1
8007,1
8008,0
8009,0
8010,1
8011,0
8012,0
8013,1
8014,0
8015,0
8016,0
8017,1
8018,0
8019,0
8020,0
8021,0
8022,1
8023,0
8024,1
8025,1
8026,1
8027,0
8028,0
8029,0
8030,0
8031,0
8032,0
8033,1
8034,1
8035,1
8036,1
8037,0
8038,0
8039,0
8040,0
8041,0
8042,1
8043,0
8044,0
8045,0
8046,0
8047,0
8048,0
8049,0
8050,1
8051,0
8052,1
8053,1
8054,0
8055,1
8056,0
8057,0
8058,1
8059,1
8060,1
8061,0
8062,0
8063,0
8064,0
8065,0
8066,0
8067,1
8068,0
8069,0
8070,0
8071,1
8072,1
8073,0
8074,0
8075,1
8076,0
8077,0
8078,1
8079,1
8080,1
8081,0
8082,1
8083,0
8084,0
8085,0
8086,0
8087,0
8088,1
8089,0
8090,1
8091,1
8092,1
8093,0
8094,0
8095,0
8096,0
8097,0
8098,0
8099,0
8100,0
8101,0
8102,1
8103,0
8104,0
8105,0
8106,0
8107,0
8108,0
8109,0
8110,0
8111,0
8112,0
8113,0
8114,0
8115,0
8116,1
8117,0
8118,1
8119,0
8120,1
8121,1
8122,0
8123,1
8124,0
8125,0
8126,1
8127,1
8128,0
8129,1
8130,0
8131,1
8132,0
8133,1
8134,0
8135,0
8136,0
8137,0
8138,1
8139,0
8140,1
8141,0
8142,0
8143,1
8144,0
8145,1
8146,0
8147,0
8148,1
8149,1
8150,0
8151,0
8152,1
8153,1
8154,1
8155,0
8156,0
8157,0
8158,0
8159,1
8160,0
8161,0
8162,1
8163,0
8164,0
8165,0
8166,1
8167,1
8168,0
8169,1
8170,0
8171,0
8172,0
8173,0
8174,1
8175,0
8176,0
8177,0
8178,1
8179,0
8180,0
8181,0
8182,0
8183,1
8184,0
8185,1
8186,1
8187,1
8188,0
8189,0
8190,0
8191,0
8192,1
8193,0
8194,1
8195,1
8196,0
8197,1
8198,0
8199,1
8200,0
8201,1
8202,0
8203,1
8204,0
8205,0
8206,1
8207,0
8208,1
8209,1
8210,0
8211,0
8212,0
8213,1
8214,0
8215,0
8216,0
8217,0
8218,1
8219,1
8220,0
8221,0
8222,0
8223,0
8224,1
8225,0
8226,0
8227,0
8228,1
8229,0
8230,0
8231,1
8232,1
8233,0
8234,1
8235,1
8236,1
8237,1
8238,0
8239,0
8240,0
8241,0
8242,0
8243,0
8244,0
8245,0
8246,1
8247,0
8248,0
8249,0
8250,1
8251,1
8252,0
8253,1
8254,0
8255,0
8256,0
8257,1
8258,0
8259,0
8260,1
8261,1
8262,1
8263,0
8264,0
8265,0
8266,0
8267,0
8268,0
8269,0
8270,0
8271,0
8272,1
8273,0
8274,0
8275,1
8276,0
8277,1
8278,1
8279,1
8280,0
8281,0
8282,0
8283,0
8284,0
8285,1
8286,0
8287,0
8288,1
8289,0
8290,1
8291,1
8292,1
8293,1
8294,1
8295,1
8296,1
8297,0
8298,1
8299,1
8300,1
8301,0
8302,1
8303,0
8304,0
8305,0
8306,1
8307,1
8308,1
8309,0
8310,0
8311,1
8312,1
8313,0
8314,0
8315,0
8316,1
8317,0
8318,0
8319,1
8320,0
8321,0
8322,0
8323,1
8324,0
8325,0
8326,0
8327,1
8328,1
8329,0
8330,0
8331,0
8332,0
8333,0
8334,0
8335,0
8336,1
8337,0
8338,0
8339,1
8340,0
8341,1
8342,0
8343,0
8344,0
8345,0
8346,1
8347,1
8348,0
8349,0
8350,0
8351,0
8352,0
8353,1
8354,0
8355,0
8356,1
8357,0
8358,1
8359,1
8360,0
8361,1
8362,0
8363,1
8364,1
8365,1
8366,1
8367,0
8368,0
8369,0
8370,0
8371,1
8372,0
8373,1
8374,1
8375,1
8376,0
8377,0
8378,1
8379,0
8380,1
8381,0
8382,0
8383,0
8384,1
8385,1
8386,0
8387,0
8388,0
8389,0
8390,0
8391,0
8392,0
8393,0
8394,0
8395,1
8396,0
8397,1
8398,0
8399,1
8400,1
8401,0
8402,0
8403,0
8404,0
8405,0
8406,0
8407,1
8408,0
8409,1
8410,0
8411,1
8412,1
8413,1
8414,0
8415,1
8416,1
8417,1
8418,0
8419,0
8420,1
8421,0
8422,0
8423,0
8424,0
8425,1
8426,0
8427,0
8428,1
8429,0
8430,0
8431,0
8432,0
8433,1
8434,1
8435,0
8436,0
8437,0
8438,0
8439,1
8440,1
8441,0
8442,1
8443,0
8444,0
8445,1
8446,1
8447,1
8448,1
8449,0
8450,0
8451,0
8452,0
8453,1
8454,0
8455,0
8456,0
8457,0
8458,0
8459,0
8460,0
8461,1
8462,1
8463,0
8464,1
8465,0
8466,0
8467,1
8468,0
8469,0
8470,1
8471,1
8472,0
8473,0
8474,0
8475,1
8476,0
8477,0
8478,0
8479,0
8480,0
8481,1
8482,1
8483,0
8484,0
8485,0
8486,0
8487,1
8488,0
8489,0
8490,1
8491,0
8492,1
8493,0
8494,0
8495,0
8496,0
8497,0
8498,1
8499,1
8500,0
8501,0
8502,1
8503,0
8504,0
8505,0
8506,0
8507,1
8508,0
8509,0
8510,0
8511,1
8512,1
8513,1
8514,1
8515,1
8516,0
8517,0
8518,1
8519,1
8520,0
8521,0
8522,1
8523,0
8524,0
8525,0
8526,1
8527,0
8528,0
8529,0
8530,0
8531,1
8532,0
8533,1
8534,0
8535,1
8536,1
8537,0
8538,0
8539,0
8540,0
8541,0
8542,0
8543,0
8544,0
8545,0
8546,1
8547,0
8548,0
8549,0
8550,1
8551,0
8552,0
8553,0
8554,0
8555,0
8556,1
8557,1
8558,0
8559,0
8560,0
8561,1
8562,1
8563,0
8564,1
8565,1
8566,1
8567,1
8568,0
8569,1
8570,0
8571,0
8572,0
8573,0
8574,0
8575,0
8576,0
8577,0
8578,0
8579,1
8580,0
8581,0
8582,0
8583,1
8584,1
8585,1
8586,0
8587,1
8588,1
8589,1
8590,0
8591,1
8592,0
8593,0
8594,1
8595,0
8596,0
8597,0
8598,0
8599,0
8600,1
8601,1
8602,0
8603,0
8604,0
8605,1
8606,1
8607,0
8608,0
8609,0
8610,1
8611,0
8612,0
8613,0
8614,0
8615,1
8616,0
8617,1
8618,1
8619,0
8620,0
8621,1
8622,0
8623,0
8624,0
8625,0
8626,0
8627,0
8628,0
8629,0
8630,1
8631,1
8632,0
8633,0
8634,0
8635,1
8636,0
8637,0
8638,1
8639,0
8640,0
8641,0
8642,1
8643,0
8644,0
8645,0
8646,0
8647,0
8648,0
8649,0
8650,0
8651,1
8652,0
8653,0
8654,0
8655,0
8656,1
8657,0
8658,0
8659,1
8660,1
8661,0
8662,1
8663,0
8664,1
8665,0
8666,0
8667,0
8668,1
8669,0
8670,1
8671,1
8672,0
8673,1
8674,0
8675,1
8676,1
8677,0
8678,1
8679,0
8680,0
8681,0
8682,0
8683,1
8684,0
8685,0
8686,1
8687,0
8688,0
8689,1
8690,1
8691,1
8692,1
8693,1
8694,0
8695,1
